Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),label,conf,hour_voc,date_voc,lat,long,swift,site,land_use,land_cover,vegetation,year,month,day,day_name,month_name,hour
16,Spectrogram 1,1,98.65943190827966,98.87220611795784,1175.883710384369,2357.144951820373,Gorilla,0.4093709588050842,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
17,Spectrogram 1,1,102.9438993036747,103.82029768824576,7.242709398269653,2377.387583255768,Gorilla,0.1661611944437027,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
18,Spectrogram 1,1,111.68013462424278,113.85145202279092,35.30055284500122,4619.3864941596985,Gorilla,0.4117418527603149,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
19,Spectrogram 1,1,114.6085595190525,115.46625611186028,0.0,2986.9303107261658,Gorilla,0.3642512857913971,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
20,Spectrogram 1,1,120.0,120.44558434188366,0.0,2441.8941140174866,Gorilla,0.1924509704113006,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
21,Spectrogram 1,1,130.03343027830124,131.97890049219131,2963.255494832993,4560.554176568985,Gorilla,0.2485545575618744,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
22,Spectrogram 1,1,132.01987785100937,135.04698604345322,2626.0118186473846,4648.221284151077,Gorilla,0.2285720556974411,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
23,Spectrogram 1,1,143.71512560918927,143.95633525773883,0.0,902.0716696977616,Gorilla,0.205557182431221,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
24,Spectrogram 1,1,147.39962542802095,147.90784703940153,778.4668356180191,2468.133196234703,Gorilla,0.1983533799648285,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
25,Spectrogram 1,1,150.04516111314297,150.61229391396046,814.2706751823425,2467.87428855896,Gorilla,0.1885567903518676,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
26,Spectrogram 1,1,161.17723283171654,161.63141217827797,708.194226026535,2373.7625777721405,Gorilla,0.1795684099197387,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
27,Spectrogram 1,1,162.0819649323821,162.69872821122408,0.0,1665.266901254654,Gorilla,0.2832602858543396,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
28,Spectrogram 1,1,168.00273337215185,168.53109515458345,0.0,1777.491271495819,Gorilla,0.1569894254207611,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
29,Spectrogram 1,1,174.93891844153404,175.94415673613548,2991.5453493595123,4787.202924489975,Gorilla,0.1672494113445282,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
30,Spectrogram 1,1,181.40078794956207,184.63075983524325,2663.7810468673706,4739.914536476135,Gorilla,0.2111025303602218,17:00:00,2018-11-29,514127,9864390,ARU03,KABILE,mining,stream,FP,2018,11,29,Thursday,November,17
1,Spectrogram 1,1,8.981018163263798,9.209591053426266,1156.7577719688416,2442.9884552955627,Gorilla,0.3038663864135742,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
2,Spectrogram 1,1,12.204777974635364,12.434953015297651,1181.7526817321775,2444.3161487579346,Gorilla,0.2475373744964599,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
3,Spectrogram 1,1,20.36032521352172,20.613097194582224,1107.940673828125,2336.415648460388,Gorilla,0.3453825116157532,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
4,Spectrogram 1,1,27.952876556664705,28.20375968143344,1127.0415410399437,2348.950542509556,Gorilla,0.3341877460479736,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
5,Spectrogram 1,1,33.45034031197429,33.686197478324175,1140.5658721923828,2360.8186841011047,Gorilla,0.3674343824386596,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
6,Spectrogram 1,1,37.71188214048743,37.951225731521845,1289.3472611904144,2356.92098736763,Gorilla,0.22930908203125,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
7,Spectrogram 1,1,47.24454547092319,47.517801750451326,1033.8114202022552,2341.645210981369,Gorilla,0.1992890983819961,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
8,Spectrogram 1,1,48.0,48.16992633417249,0.0,2464.5347893238068,Gorilla,0.1887512952089309,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
9,Spectrogram 1,1,55.31665397062898,55.54984390363097,1075.093001127243,2347.2394049167638,Gorilla,0.2319947928190231,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
10,Spectrogram 1,1,61.21613073348999,61.46021836996079,1079.6219855546951,2510.1500004529958,Gorilla,0.2627266049385071,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
11,Spectrogram 1,1,70.88761608302593,71.16307528316975,1091.0019278526306,2364.6360635757446,Gorilla,0.4482432007789612,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
12,Spectrogram 1,1,72.69469676166773,72.94158449023962,1144.5287987589836,2341.211326420307,Gorilla,0.350852370262146,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
13,Spectrogram 1,1,83.72025295346975,83.9800227060914,1070.5585777759552,2363.590747117996,Gorilla,0.2462092190980911,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
14,Spectrogram 1,1,88.73300643637776,88.99824742600322,1076.299101114273,2383.9013278484344,Gorilla,0.3640390336513519,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
15,Spectrogram 1,1,92.61248427629472,92.8824114203453,1166.2564054131508,2403.770349919796,Gorilla,0.3175404965877533,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
16,Spectrogram 1,1,97.23041065782309,97.45276538282631,1059.1648519039154,2384.6854269504547,Gorilla,0.1573042571544647,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
17,Spectrogram 1,1,102.7350404933095,103.01344399899244,1218.5151502490044,2424.358017742634,Gorilla,0.4380369782447815,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
18,Spectrogram 1,1,111.060004491359,111.31831858679652,1073.937863111496,2372.625321149826,Gorilla,0.3936214447021484,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
19,Spectrogram 1,1,116.35347850620748,116.59326200187206,1105.9169471263883,2381.613403558731,Gorilla,0.2513673007488251,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
20,Spectrogram 1,1,124.17688054963946,124.42840914800765,1197.1984803676603,2400.2178013324738,Gorilla,0.2209644615650177,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
21,Spectrogram 1,1,127.23464910686016,127.45202560722828,932.8848868608476,2561.306282877922,Gorilla,0.2146935611963272,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
22,Spectrogram 1,1,136.45940471068025,136.70414566621184,965.813547372818,2394.990772008896,Gorilla,0.4509574174880981,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
23,Spectrogram 1,1,140.06748448871076,140.2343170735985,2947.376668453217,3786.73642873764,Gorilla,0.4199182689189911,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
24,Spectrogram 1,1,148.76574295386672,148.9755910076201,2478.2632291316986,3581.4668238162994,Gorilla,0.2538606524467468,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
25,Spectrogram 1,1,151.76134270615876,151.92387407831848,2975.3631353378296,3737.6421689987183,Gorilla,0.1994559615850448,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
26,Spectrogram 1,1,160.13821263983846,160.39899830147624,1005.559265613556,2508.275210857392,Gorilla,0.2979109287261963,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
27,Spectrogram 1,1,167.52251981198788,167.7613282352686,1026.2927412986755,2708.844840526581,Gorilla,0.1869318783283233,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
28,Spectrogram 1,1,173.80620035156608,173.99613586440682,982.5006127357484,2603.8414239883423,Gorilla,0.2091071605682373,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
29,Spectrogram 1,1,178.0447230488062,178.3132397979498,1120.15038728714,2373.754382133484,Gorilla,0.3601748049259186,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
30,Spectrogram 1,1,182.5724282450974,182.84511576220396,1044.9985414743423,2359.20749604702,Gorilla,0.2990611493587494,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
31,Spectrogram 1,1,187.2597410827875,187.51151798665524,1130.0968378782272,2338.5364562273026,Gorilla,0.273008793592453,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
32,Spectrogram 1,1,193.42758355289695,193.69204475730655,1209.968477487564,2386.6279423236847,Gorilla,0.1736586987972259,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
33,Spectrogram 1,1,200.9173491597176,201.12319082021716,1131.423860788345,2401.410192251205,Gorilla,0.163774773478508,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
34,Spectrogram 1,1,209.68369862437248,209.81841829419136,2168.8367426395416,3432.0293366909027,Gorilla,0.2489189356565475,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
35,Spectrogram 1,1,211.2174044083804,211.36570932157335,2142.898142337799,3598.953187465668,Gorilla,0.181430384516716,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
36,Spectrogram 1,1,216.00107417441905,216.1580081898719,1299.0045547485352,2362.1663451194763,Gorilla,0.362249344587326,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
37,Spectrogram 1,1,224.6532161794603,224.8804900087416,1246.512420475483,2244.562618434429,Gorilla,0.3066333830356598,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
38,Spectrogram 1,1,228.0026559792459,228.21154053881764,1117.7989840507507,2590.3883576393127,Gorilla,0.2763598561286926,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
39,Spectrogram 1,1,235.1595987081528,235.38304138183597,1246.9647452235222,2073.838897049427,Gorilla,0.155315488576889,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
40,Spectrogram 1,1,244.0231037568301,244.18914719112215,1203.7534639239311,2198.537476360798,Gorilla,0.1611286997795105,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
41,Spectrogram 1,1,246.16354773938656,246.39911006391048,1113.0733788013458,2381.753474473953,Gorilla,0.2760501503944397,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
42,Spectrogram 1,1,256.4150523394346,256.6360677033663,1184.1495707631111,2281.5583273768425,Gorilla,0.2324055284261703,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
43,Spectrogram 1,1,261.7067358791828,261.93203231692314,1185.6908351182938,2342.0821875333786,Gorilla,0.2225560545921325,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
44,Spectrogram 1,1,267.49678156524897,267.7146427854896,405.6759178638458,2168.342918157577,Gorilla,0.2374615967273712,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
45,Spectrogram 1,1,270.95150193572044,273.0679384768009,2892.356365919113,4706.37634396553,Gorilla,0.3028351366519928,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
46,Spectrogram 1,1,279.29544403776526,279.54272267594934,1167.999729514122,2452.763691544533,Gorilla,0.2310429066419601,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
47,Spectrogram 1,1,283.5136405080557,283.7394330650568,4291.878640651703,4746.625125408173,Gorilla,0.1517537981271743,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
48,Spectrogram 1,1,292.06587329506874,293.6979747712612,2880.7683289051056,4747.764319181442,Gorilla,0.3046096861362457,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
49,Spectrogram 1,1,295.2728352025151,295.5124705955386,1237.0434030890465,2378.2721534371376,Gorilla,0.2855115234851837,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
50,Spectrogram 1,1,301.9723067879677,303.16290789842606,3183.0836832523346,4707.120507955551,Gorilla,0.2570282518863678,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
51,Spectrogram 1,1,309.0219038017094,309.23940129205585,1077.190563082695,2085.406854748726,Gorilla,0.1521990597248077,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
1,Spectrogram 1,1,10.709690641611814,10.903815675526856,2512.892633676529,3466.2674367427826,Gorilla,0.2706144154071808,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
2,Spectrogram 1,1,16.401889476925135,16.649453725665808,986.4412248134612,2426.9087612628937,Gorilla,0.201750710606575,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
3,Spectrogram 1,1,23.050789318978783,23.25620607286692,2183.1604093313217,3345.2848345041275,Gorilla,0.1964427232742309,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
4,Spectrogram 1,1,28.066651694476604,28.34203065186739,1041.3707047700882,2708.680555224418,Gorilla,0.2784281373023987,07:00:00,2018-12-05,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,5,Wednesday,December,7
1,Spectrogram 1,1,6.0,6.0601841155439615,933.6915612220764,4703.181684017181,Gorilla,0.1864599138498306,15:00:00,2018-12-09,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,9,Sunday,December,15
2,Spectrogram 1,1,15.97119789943099,16.149307910352945,1182.8383803367617,1934.2660903930664,Gorilla,0.2533401250839233,15:00:00,2018-12-09,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,9,Sunday,December,15
3,Spectrogram 1,1,18.78418751433492,18.99777863547206,1241.348274052143,2375.414185225964,Gorilla,0.1512300372123718,15:00:00,2018-12-09,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,9,Sunday,December,15
4,Spectrogram 1,1,29.60998307168484,29.8321882635355,1244.1574409604073,2352.3158952593803,Gorilla,0.2476476430892944,15:00:00,2018-12-09,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,9,Sunday,December,15
5,Spectrogram 1,1,34.06468619406223,34.56251321732998,443.9717531204224,2153.067886829376,Gorilla,0.3955959379673004,15:00:00,2018-12-09,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,9,Sunday,December,15
6,Spectrogram 1,1,40.79263284802437,41.34312459826469,430.312529206276,2154.790684580803,Gorilla,0.2622756361961365,15:00:00,2018-12-09,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,9,Sunday,December,15
1,Spectrogram 1,1,7.246679574251175,7.415289133787155,1489.5721524953842,2221.2938219308853,Gorilla,0.289305031299591,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
2,Spectrogram 1,1,16.53922980464995,16.70759422145784,1513.211354613304,2180.4002672433853,Gorilla,0.1514763087034225,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
3,Spectrogram 1,1,23.0678087733686,23.25630984082818,1471.8008786439896,2276.514694094658,Gorilla,0.7032515406608582,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
4,Spectrogram 1,1,28.33870800957084,28.557879600673918,1154.12849932909,2237.078063189984,Gorilla,0.1648366153240203,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
5,Spectrogram 1,1,33.36365157365799,35.98301285505295,1484.4122529029846,4634.273946285248,Gorilla,0.1956091076135635,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
6,Spectrogram 1,1,36.006874814629555,37.19021286070347,0.0,4538.031220436096,Gorilla,0.1729664355516433,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
7,Spectrogram 1,1,47.45984227024019,47.61233943141997,1440.5298978090286,2232.101485133171,Gorilla,0.5461510419845581,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
8,Spectrogram 1,1,52.11390040442348,52.26595570519567,1488.2805198431015,2274.620905518532,Gorilla,0.4134635031223297,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
9,Spectrogram 1,1,58.39254124648869,58.56008593551815,1579.7438472509384,2338.4515196084976,Gorilla,0.3214311897754669,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
10,Spectrogram 1,1,64.66814940422773,64.85328847914934,1805.473640561104,2499.948665499687,Gorilla,0.3036555349826813,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
11,Spectrogram 1,1,66.0298394523561,66.24011292681098,1670.9794104099274,2486.7747724056244,Gorilla,0.2183960080146789,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
12,Spectrogram 1,1,77.82902268134058,77.99630543030798,0.0,1920.0916588306427,Gorilla,0.5260290503501892,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
13,Spectrogram 1,1,78.00045922771096,78.21403443440795,0.0,2001.5865564346316,Gorilla,0.2563185393810272,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
14,Spectrogram 1,1,89.6723299138248,89.9950547106564,0.0,2477.746456861496,Gorilla,0.2835437059402466,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
15,Spectrogram 1,1,92.49051316827536,92.62683872133492,0.0,508.037768304348,Gorilla,0.1789622753858566,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
16,Spectrogram 1,1,100.36751872301102,100.97100466489792,10.443292558193209,542.4264445900917,Gorilla,0.1601280122995376,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
17,Spectrogram 1,1,107.10743764042854,107.27017280459404,1638.2278501987455,2383.9007318019867,Gorilla,0.3908820152282715,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
18,Spectrogram 1,1,113.3815268687904,113.59763940051198,1848.5968559980392,2594.0752774477005,Gorilla,0.2997210025787353,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
19,Spectrogram 1,1,114.676747251302,114.88764096423984,1922.8851050138476,2703.612521290779,Gorilla,0.3901584446430206,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
20,Spectrogram 1,1,123.63450528122485,123.81403206847608,1721.1340367794037,2475.791722536087,Gorilla,0.3646077513694763,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
21,Spectrogram 1,1,126.00052160024644,126.16172036156058,1669.0367460250854,2505.625188350677,Gorilla,0.2928696572780609,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
22,Spectrogram 1,1,135.91904079169035,136.12426031380892,1907.1868807077408,2678.8433641195297,Gorilla,0.2817372679710388,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
23,Spectrogram 1,1,138.25325268879533,138.4571246020496,1884.24713909626,2612.882778048516,Gorilla,0.2063159197568893,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
24,Spectrogram 1,1,145.50881282240152,145.70784529298544,1912.425458431244,2633.4789395332336,Gorilla,0.5659255385398865,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
25,Spectrogram 1,1,154.8854682147503,155.0925753414631,1893.3888524770737,2665.474191308021,Gorilla,0.2919924259185791,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
26,Spectrogram 1,1,157.22393648140132,157.39016248472035,1697.792410850525,2460.521459579468,Gorilla,0.2301443815231323,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
27,Spectrogram 1,1,165.80097652226686,166.00997304171324,1903.4817069768903,2603.273168206215,Gorilla,0.2279269993305206,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
28,Spectrogram 1,1,172.53316451981664,172.73685310408473,1931.8470358848567,2719.09773349762,Gorilla,0.4605255722999573,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
29,Spectrogram 1,1,178.23898313194513,178.41210582107306,1708.543673157692,2474.426850676537,Gorilla,0.4477033019065857,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
30,Spectrogram 1,1,183.9578365199268,184.096449483186,1589.539647102356,2324.9551653862,Gorilla,0.4279386401176452,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
31,Spectrogram 1,1,187.22555212676525,187.41020657122132,1696.588173508644,2474.021539092064,Gorilla,0.2021249383687973,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
32,Spectrogram 1,1,193.51270308718085,193.71225199475884,1883.0347806215289,2651.290223002434,Gorilla,0.1552958637475967,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
33,Spectrogram 1,1,202.6271343715489,202.84042043611407,1920.9382683038712,2753.5416930913925,Gorilla,0.5609682202339172,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
34,Spectrogram 1,1,205.68868307210505,205.8666836824268,1705.0126194953918,2493.81959438324,Gorilla,0.4342153966426849,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
35,Spectrogram 1,1,211.9810456931591,212.1971553862095,1905.1527231931689,2708.2694321870804,Gorilla,0.4121063649654388,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
36,Spectrogram 1,1,220.33993727713823,220.51496665924788,1719.428449869156,2463.5864794254303,Gorilla,0.2524605393409729,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
37,Spectrogram 1,1,227.09151313081384,227.29977014288303,1935.09578704834,2681.0407638549805,Gorilla,0.578066885471344,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
38,Spectrogram 1,1,232.799025144428,232.9698876477778,1727.537289261818,2475.9485572576523,Gorilla,0.4108225107192993,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
39,Spectrogram 1,1,235.7349528372288,235.9362778365612,1941.1900639534,2630.2826404571533,Gorilla,0.4097094237804413,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
40,Spectrogram 1,1,241.4416092876345,241.6073642726988,1735.328733921051,2432.129979133606,Gorilla,0.2713754773139953,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
41,Spectrogram 1,1,248.2401394955814,248.43856643512845,1703.2619565725329,2480.684295296669,Gorilla,0.329495370388031,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
42,Spectrogram 1,1,254.53898517787457,254.7458406239748,1885.896921157837,2647.3137736320496,Gorilla,0.2745611369609833,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
43,Spectrogram 1,1,263.53938030079007,263.75239134952426,1895.820498466492,2663.935124874115,Gorilla,0.203487291932106,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
44,Spectrogram 1,1,267.5628001615405,267.7406447008252,1801.1527508497238,2528.2741338014603,Gorilla,0.5323126316070557,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
45,Spectrogram 1,1,273.8613865412772,274.0675229988992,1925.969123840332,2679.852545261383,Gorilla,0.5304773449897766,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
