Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),label,conf,hour_voc,date_voc,lat,long,swift,site,land_use,land_cover,vegetation,year,month,day,day_name,month_name,hour
46,Spectrogram 1,1,276.6694330908358,276.87520387396216,1907.368302345276,2713.11491727829,Gorilla,0.3688705265522003,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
47,Spectrogram 1,1,285.2189366519451,285.64928153157234,0.0,2577.7816772460938,Gorilla,0.2828514277935028,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
48,Spectrogram 1,1,290.9335401970893,291.06840744428337,1605.9055924415588,2350.838780403137,Gorilla,0.1594419628381729,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
49,Spectrogram 1,1,296.1496562026441,296.352592561394,1902.4619460105896,2724.088728427887,Gorilla,0.4758516550064087,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
50,Spectrogram 1,1,301.8567508701235,302.02644298039377,1655.0716757774353,2475.307285785675,Gorilla,0.2660841941833496,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
51,Spectrogram 1,1,311.6010018903762,311.76405271701515,1706.8003118038175,2459.261864423752,Gorilla,0.2253860235214233,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
52,Spectrogram 1,1,317.88695405982435,317.99999977089465,1892.5126641988757,2531.599774956703,Gorilla,0.1633205264806747,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
53,Spectrogram 1,1,321.1037535779178,321.3087415583432,1914.3632799386976,2631.744965910912,Gorilla,0.2656321227550506,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
54,Spectrogram 1,1,326.8185814172029,326.9919594973326,1729.7252267599106,2458.9715152978897,Gorilla,0.1658965796232223,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
55,Spectrogram 1,1,333.961460698396,334.16324008628726,1895.3079730272293,2663.9651507139206,Gorilla,0.281583160161972,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
56,Spectrogram 1,1,339.17280907183886,339.34258990734816,1788.76630961895,2490.2958422899246,Gorilla,0.5909401178359985,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
57,Spectrogram 1,1,345.471212245524,345.6667338833213,1905.149519443512,2710.1969718933105,Gorilla,0.5657945275306702,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
58,Spectrogram 1,1,350.8933833986521,351.03690026700497,1626.5100240707395,2337.3088240623474,Gorilla,0.2415408641099929,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
59,Spectrogram 1,1,355.43775928393006,355.63078939542174,1891.934797167778,2695.328071713448,Gorilla,0.5384899377822876,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
60,Spectrogram 1,1,361.1435032580048,361.3116996791214,1689.1273856163025,2472.5857377052307,Gorilla,0.2105951905250549,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
61,Spectrogram 1,1,366.4324353542179,366.6191507969052,1715.23354947567,2447.9929357767105,Gorilla,0.201813593506813,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
62,Spectrogram 1,1,374.3541428558528,374.5510298497975,1850.498914718628,2625.8185505867004,Gorilla,0.2623775601387024,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
63,Spectrogram 1,1,380.0594096593559,380.2473997659981,1633.8563710451126,2460.727021098137,Gorilla,0.2045817524194717,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
64,Spectrogram 1,1,385.8965753987432,386.0910000130534,1847.0614403486247,2611.0512763261795,Gorilla,0.1954925507307052,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
65,Spectrogram 1,1,394.3667377643287,394.5982311554253,0.0,2406.1618745327,Gorilla,0.1623537540435791,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
66,Spectrogram 1,1,397.126728259027,397.3415309563279,0.0,2416.0751700401306,Gorilla,0.1786354035139084,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
67,Spectrogram 1,1,404.6330902576447,404.7711213827133,0.0,452.18124985694885,Gorilla,0.1982686668634414,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
68,Spectrogram 1,1,412.2658599838615,412.4613286033273,1740.753874182701,2522.679939866066,Gorilla,0.4170361161231994,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
69,Spectrogram 1,1,419.327919870615,419.51879248023033,1576.8438577651978,2406.1319231987,Gorilla,0.2112605720758438,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
70,Spectrogram 1,1,423.7240226380527,423.8894297964871,1539.86856341362,2347.627729177475,Gorilla,0.1835909485816955,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
71,Spectrogram 1,1,426.0011607147753,426.1830733604729,0.0,2350.814640522003,Gorilla,0.4674830734729767,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
72,Spectrogram 1,1,437.396951392293,437.68188647925854,1512.4667435884476,2354.5079678297043,Gorilla,0.2882720530033111,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
73,Spectrogram 1,1,442.8765553124249,443.0440031401813,1199.6710672974586,2426.4436587691307,Gorilla,0.3074630498886108,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
74,Spectrogram 1,1,448.01051825657487,448.3366799913347,1087.7124220132828,2296.478971838951,Gorilla,0.2225517630577087,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
75,Spectrogram 1,1,450.55833131074905,450.69636583328247,1419.4517582654953,2292.9007560014725,Gorilla,0.1588722169399261,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
76,Spectrogram 1,1,457.1835111938417,457.51523131504655,0.0,445.0155794620514,Gorilla,0.1979354470968246,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
77,Spectrogram 1,1,465.58169278129935,465.9258338548243,0.0,440.77295809984207,Gorilla,0.1540158092975616,07:00:00,2018-12-10,539103,9869137,ARU04,KELA,intact,stream,FP,2018,12,10,Monday,December,7
